year,month,state,dataStatus,residentialRevenue,residentialSales,residentialCustomers,residentialPrice,commercialRevenue,commercialSales,commercialCustomers,commercialPrice,industrialRevenue,industrialSales,industrialCustomers,industrialPrice,transportationRevenue,transportationSales,transportationCustomers,transportationPrice,otherRevenue,otherSales,otherCustomers,otherPrice,totalRevenue,totalSales,totalCustomers,totalPrice
1990,1,CO,Final,71325,1046805,,6.81,65130,1158963,,5.62,24488,545387,,4.49,,,,,4054,58780,,6.9,164996,2809935,,5.87
1990,2,CO,Final,59866,925315,,6.47,55779,1090136,,5.12,21595,526880,,4.1,,,,,3900,59198,,6.59,141140,2601529,,5.43
1990,3,CO,Final,60470,896254,,6.75,59278,1085215,,5.46,22824,527831,,4.32,,,,,3961,54967,,7.21,146533,2564267,,5.71
1990,4,CO,Final,56481,799898,,7.06,60614,1049917,,5.77,23821,526066,,4.53,,,,,3913,50106,,7.81,144829,2425988,,5.97
1990,5,CO,Final,54336,747651,,7.27,62544,1049234,,5.96,24339,527010,,4.62,,,,,4581,55081,,8.32,145801,2378977,,6.13
1990,6,CO,Final,53135,721876,,7.36,66437,1106374,,6,24763,527276,,4.7,,,,,6249,65756,,9.5,150583,2421282,,6.22
1990,7,CO,Final,55149,761436,,7.24,70513,1230847,,5.73,26588,579466,,4.59,,,,,11426,140673,,8.12,163676,2712421,,6.03
1990,8,CO,Final,53829,733880,,7.33,69583,1196183,,5.82,26028,565798,,4.6,,,,,6557,112039,,5.85,155996,2607900,,5.98
1990,9,CO,Final,51810,733318,,7.07,65979,1193378,,5.53,24981,566547,,4.41,,,,,5853,102634,,5.7,148622,2595878,,5.73
1990,10,CO,Final,52246,729053,,7.17,65061,1132344,,5.75,25999,579756,,4.48,,,,,4379,55740,,7.86,147684,2496892,,5.91
1990,11,CO,Final,55505,779931,,7.12,63372,1115251,,5.68,25945,572334,,4.53,,,,,4118,53362,,7.72,148940,2520878,,5.91
1990,12,CO,Final,62932,911862,,6.9,63742,1145183,,5.57,24417,542509,,4.5,,,,,4158,59088,,7.04,155249,2658642,,5.84
1991,1,CO,Final,76411,1111039,,6.88,68173,1212554,,5.62,25037,548821,,4.56,,,,,3947,56175,,7.03,173567,2928589,,5.93
1991,2,CO,Final,69743,972144,,7.17,67408,1134450,,5.94,25852,553901,,4.67,,,,,4126,57136,,7.22,167129,2717631,,6.15
1991,3,CO,Final,62282,890473,,6.99,62877,1113145,,5.65,24272,547850,,4.43,,,,,3901,53008,,7.36,153331,2604476,,5.89
1991,4,CO,Final,55838,822427,,6.79,58292,1075790,,5.42,22923,535418,,4.28,,,,,3901,51676,,7.55,140953,2485311,,5.67
1991,5,CO,Final,55670,760202,,7.32,63744,1076513,,5.92,25380,552794,,4.59,,,,,3990,50601,,7.89,148784,2440110,,6.1
1991,6,CO,Final,55028,730944,,7.53,70119,1136229,,6.17,26752,561154,,4.77,,,,,5022,59560,,8.43,156922,2487887,,6.31
1991,7,CO,Final,56909,764902,,7.44,72638,1213097,,5.99,27262,568563,,4.79,,,,,12276,118221,,10.38,169085,2664784,,6.35
1991,8,CO,Final,47851,771619,,6.2,57537,1209634,,4.76,23186,561510,,4.13,,,,,7683,142087,,5.41,136257,2684850,,5.08
1991,9,CO,Final,54055,760071,,7.11,69190,1191688,,5.81,26564,580147,,4.58,,,,,6046,103490,,5.84,155854,2635395,,5.91
1991,10,CO,Final,53557,725622,,7.38,66799,1113312,,6,27449,584198,,4.7,,,,,4150,55597,,7.46,151956,2478730,,6.13
1991,11,CO,Final,56136,806621,,6.96,61669,1094622,,5.63,26305,588126,,4.47,,,,,4353,61026,,7.13,148463,2550395,,5.82
1991,12,CO,Final,70367,983323,,7.16,68836,1170466,,5.88,26866,565697,,4.75,,,,,4312,59044,,7.3,170381,2778531,,6.13
1992,1,CO,Final,76685,1079741,,7.1,68596,1185387,,5.79,26073,555124,,4.7,,,,,4354,60195,,7.23,175708,2880447,,6.1
1992,2,CO,Final,66078,961704,,6.87,61484,1131582,,5.43,24456,564847,,4.33,,,,,4332,59497,,7.28,156350,2717631,,5.75
1992,3,CO,Final,62535,918614,,6.81,60228,1124107,,5.36,23461,548476,,4.28,,,,,4139,53239,,7.77,150363,2644436,,5.69
1992,4,CO,Final,56583,828551,,6.83,58019,1078888,,5.38,23141,542909,,4.26,,,,,4081,49853,,8.19,141824,2500200,,5.67
1992,5,CO,Final,55214,748417,,7.38,66200,1115653,,5.93,26670,576720,,4.62,,,,,4345,51578,,8.42,152428,2492368,,6.12
1992,6,CO,Final,56991,757935,,7.52,69230,1139419,,6.08,26594,555085,,4.79,,,,,8450,93090,,9.08,161265,2545530,,6.34
1992,7,CO,Final,57580,754258,,7.63,72921,1187874,,6.14,28494,594073,,4.8,,,,,7131,85838,,8.31,166126,2622043,,6.34
1992,8,CO,Final,58438,778449,,7.51,72256,1225314,,5.9,27800,593246,,4.69,,,,,8627,126491,,6.82,167120,2723501,,6.14
1992,9,CO,Final,56414,768459,,7.34,69082,1190065,,5.8,27485,592281,,4.64,,,,,6088,96401,,6.32,159070,2647206,,6.01
1992,10,CO,Final,55345,758321,,7.3,67982,1179338,,5.76,26813,578653,,4.63,,,,,4444,56792,,7.83,154584,2573104,,6.01
1992,11,CO,Final,58886,813418,,7.24,64883,1114279,,5.82,26215,568787,,4.61,,,,,4876,65222,,7.48,154861,2561705,,6.05
1992,12,CO,Final,75027,1047848,,7.16,70369,1225676,,5.74,27163,578796,,4.69,,,,,4559,61481,,7.42,177119,2913800,,6.08
1993,1,CO,Final,80931,1120414,,7.22,70903,1202506,,5.9,27611,571226,,4.83,,,,,5268,73705,,7.15,184713,2967850,,6.22
1993,2,CO,Final,68860,991815,,6.94,64836,1160934,,5.58,24864,556172,,4.47,,,,,5414,74546,,7.26,163974,2783467,,5.89
1993,3,CO,Final,68900,1001288,,6.88,66472,1204374,,5.52,24597,559982,,4.39,,,,,5181,94961,,5.46,165150,2860605,,5.77
1993,4,CO,Final,60466,856158,,7.06,63784,1115960,,5.72,24952,559836,,4.46,,,,,5075,38791,,13.08,154276,2570744,,6
1993,5,CO,Final,56844,765311,,7.43,66518,1103407,,6.03,26660,578109,,4.61,,,,,5289,62689,,8.44,155312,2509517,,6.19
1993,6,CO,Final,61225,802708,,7.63,75491,1240138,,6.09,29343,615670,,4.77,,,,,5775,70898,,8.15,171834,2729414,,6.3
1993,7,CO,Final,63372,840183,,7.54,78391,1313748,,5.97,28515,615744,,4.63,,,,,6189,80514,,7.69,176467,2850189,,6.19
1993,8,CO,Final,62952,872248,,7.22,76474,1363431,,5.61,24778,571640,,4.33,,,,,5791,75207,,7.7,169996,2882526,,5.9
1993,9,CO,Final,59078,810580,,7.29,74751,1301258,,5.74,26908,608022,,4.43,,,,,6736,92232,,7.3,167473,2812091,,5.96
1993,10,CO,Final,55144,759539,,7.26,63908,1098506,,5.82,26348,606202,,4.35,,,,,4333,54285,,7.98,149732,2518533,,5.95
1993,11,CO,Final,58834,817648,,7.2,63238,1074275,,5.89,24917,573522,,4.34,,,,,5478,66813,,8.2,152466,2532257,,6.02
1993,12,CO,Final,74887,1017842,,7.36,74281,1243858,,5.97,28060,607884,,4.62,,,,,5508,71025,,7.76,182736,2940609,,6.21
1994,1,CO,Final,78391,1101851,,7.11,60652,1038256,,5.84,37405,841865,,4.44,,,,,5392,74849,,7.2,181841,3056821,,5.95
1994,2,CO,Final,72127,1003192,,7.19,59120,985505,,6,36336,799042,,4.55,,,,,6022,85904,,7.01,173605,2873643,,6.04
1994,3,CO,Final,70906,979557,,7.24,73636,1263351,,5.83,17804,369358,,4.82,,,,,6034,82972,,7.27,168380,2695238,,6.25
1994,4,CO,Final,64252,875402,,7.34,58743,954393,,6.16,36197,791164,,4.58,,,,,5799,72745,,7.97,164990,2693704,,6.13
1994,5,CO,Final,59637,801234,,7.44,60426,974525,,6.2,37070,807520,,4.59,,,,,5957,72491,,8.22,163089,2655770,,6.14
1994,6,CO,Final,60361,805467,,7.49,66309,1106105,,5.99,40063,849597,,4.72,,,,,6669,90473,,7.37,173402,2851643,,6.08
1994,7,CO,Final,65502,883448,,7.41,68614,1158320,,5.92,40194,858371,,4.68,,,,,6423,86751,,7.4,180733,2986891,,6.05
1994,8,CO,Final,64617,870499,,7.42,68175,1153647,,5.91,39564,875624,,4.52,,,,,6786,91855,,7.39,179142,2991625,,5.99
1994,9,CO,Final,64350,871005,,7.39,68720,1155359,,5.95,39369,881018,,4.47,,,,,6381,85760,,7.44,178820,2993142,,5.97
1994,10,CO,Final,61386,818128,,7.5,65774,1075081,,6.12,38748,852015,,4.55,,,,,6104,78601,,7.77,172011,2823826,,6.09
1994,11,CO,Final,65127,865080,,7.53,62478,1005386,,6.21,38832,836008,,4.64,,,,,5864,78483,,7.47,172301,2784957,,6.19
1994,12,CO,Final,77989,1063884,,7.33,64837,1083265,,5.99,38751,858555,,4.51,,,,,6113,89316,,6.84,187690,3095021,,6.06
1995,1,CO,Final,81496,1090842,,7.47,61814,1093464,,5.65,37733,842888,,4.48,,,,,5411,74917,,7.22,186454,3102111,,6.01
1995,2,CO,Final,74155,1018374,,7.28,67557,1115962,,6.05,36121,805545,,4.48,,,,,5616,77005,,7.29,183449,3016886,,6.08
1995,3,CO,Final,72091,986189,,7.31,65084,1065614,,6.11,35922,795403,,4.52,,,,,5779,70042,,8.25,178876,2917248,,6.13
1995,4,CO,Final,67156,906259,,7.41,62976,1017820,,6.19,35698,790430,,4.52,,,,,5576,67445,,8.27,171406,2781954,,6.16
1995,5,CO,Final,65115,875878,,7.43,63594,1020168,,6.23,36288,801594,,4.53,,,,,5533,63535,,8.71,170530,2761175,,6.18
1995,6,CO,Final,63820,853110,,7.48,65524,1055452,,6.21,36067,802760,,4.49,,,,,5602,62485,,8.97,171013,2773807,,6.17
1995,7,CO,Final,65414,871388,,7.51,71698,1169673,,6.13,37001,818621,,4.52,,,,,5931,70804,,8.38,180044,2930486,,6.14
1995,8,CO,Final,69989,938580,,7.46,75098,1246454,,6.02,36399,840140,,4.33,,,,,6358,83383,,7.63,187844,3108557,,6.04
1995,9,CO,Final,71842,968206,,7.42,77274,1292389,,5.98,38466,844298,,4.56,,,,,6366,85397,,7.45,193948,3190290,,6.08
1995,10,CO,Final,65226,867803,,7.52,68374,1094641,,6.25,35135,768528,,4.57,,,,,6055,77597,,7.8,174790,2808569,,6.22
1995,11,CO,Final,66715,892789,,7.47,69060,1128502,,6.12,36139,786205,,4.6,,,,,5734,75592,,7.59,177648,2883088,,6.16
1995,12,CO,Final,75946,1037287,,7.32,67101,1119485,,5.99,37311,810047,,4.61,,,,,5634,75830,,7.43,185992,3042649,,6.11
1996,1,CO,Final,84872,1177126,,7.21,68606,1160379,,5.91,36724,828866,,4.43,,,,,5693,75254,,7.57,195895,3241625,,6.04
1996,2,CO,Final,80185,1108294,,7.23,68236,1144221,,5.96,34509,781702,,4.41,,,,,6031,82765,,7.29,188961,3116982,,6.06
1996,3,CO,Final,76436,1050190,,7.28,68314,1142236,,5.98,33620,767924,,4.38,,,,,6019,84932,,7.09,184389,3045282,,6.05
1996,4,CO,Final,69955,940326,,7.44,66603,1091908,,6.1,34293,791270,,4.33,,,,,5963,77964,,7.65,176814,2901468,,6.09
1996,5,CO,Final,64476,847424,,7.61,68193,1122295,,6.08,37023,816387,,4.53,,,,,6703,82528,,8.12,176395,2868634,,6.15
1996,6,CO,Final,70108,904367,,7.75,74154,1234363,,6.01,36089,839997,,4.3,,,,,7312,94541,,7.73,187663,3073268,,6.11
1996,7,CO,Final,74722,974516,,7.67,77171,1347733,,5.73,35086,803619,,4.37,,,,,7106,89699,,7.92,194085,3215567,,6.04
